date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Big_chances_home,Big_chances_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Yellow_cards_home,Yellow_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Shots_inside_the_box_home,Shots_inside_the_box_away,Shots_outside_the_box_home,Shots_outside_the_box_away,Hit_the_woodwork_home,Hit_the_woodwork_away,Touches_in_opposition_box_home,Touches_in_opposition_box_away,Offsides_home,Offsides_away,Free_kicks_home,Free_kicks_away,Passes_in_final_third_home,Passes_in_final_third_away,Crosses_home,Crosses_away,Throw_ins_home,Throw_ins_away,Fouls_home,Fouls_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,Goalkeeper_saves_home,Goalkeeper_saves_away,xG_on_target_(xGOT)_home,xG_on_target_(xGOT)_away,Accurate_through_passes_home,Accurate_through_passes_away,Long_passes_home,Long_passes_away,Expected_assists_(xA)_home,Expected_assists_(xA)_away,Duels_won_home,Duels_won_away,Errors_leading_to_shot_home,Errors_leading_to_shot_away,Errors_leading_to_goal_home,Errors_leading_to_goal_away,xGOT_faced_home,xGOT_faced_away,Goals_prevented_home,Goals_prevented_away,Red_cards_home,Red_cards_away,Headed_goals_home,Headed_goals_away
04.01.2025,22:00,Venezia,Empoli,1:1,https://www.flashscore.co.uk/match/football/4Mr7x7eM/#/match-summary,0.94,1.49,50%,50%,8,18,3,6,0,2,2,8,"75%,(320/427)","73%,(300/409)",1,2,2,5,3,7,4,10,4,8,0,0,12,23,2,1,14,15,"65%,(65/100)","59%,(77/131)","11%,(1/9)","18%,(5/28)",23,21,15,14,"71%,(10/14)","60%,(18/30)",34,16,10,7,5,2,,,,,,,,,,,,,,,,,,,,,,
02.03.2025,19:30,Monza,Torino,0:2,https://www.flashscore.co.uk/match/football/rckAnFf3/#/match-summary,1.06,1.22,53%,47%,9,13,2,7,0,1,1,4,"87%,(415/477)","85%,(371/434)",2,2,4,5,3,1,6,11,3,2,0,0,13,24,3,1,20,10,"77%,(68/88)","76%,(93/123)","33%,(8/24)","44%,(8/18)",23,20,10,20,"43%,(3/7)","50%,(4/8)",23,14,5,12,5,2,,,,,,,,,,,,,,,,,,,,,,
01.02.2025,22:00,Udinese,Venezia,3:2,https://www.flashscore.co.uk/match/football/2oCZvFZA/#/match-summary,0.74,1.34,52%,48%,13,14,5,3,1,1,4,6,"79%,(271/343)","74%,(229/311)",3,3,7,7,1,4,6,7,7,7,0,0,20,14,3,1,9,20,"68%,(63/92)","72%,(53/74)","17%,(3/18)","41%,(7/17)",16,35,20,9,"75%,(12/16)","38%,(6/16)",21,18,11,6,1,2,,,,,,,,,,,,,,,,,,,,,,
21.09.2024,00:30,Cagliari,Empoli,0:2,https://www.flashscore.co.uk/match/football/2ucWYubt/#/match-summary,1.35,0.95,61%,39%,21,9,2,4,,,10,4,"78%,(353/453)","68%,(198/291)",1,2,12,3,7,2,,,,,,,,,0,2,27,17,,,,,36,25,15,21,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,
18.01.2025,03:45,AS Roma,Genoa,3:1,https://www.flashscore.co.uk/match/football/2P2WQCin/#/match-summary,1.51,0.50,52%,48%,16,7,7,3,2,1,3,2,"89%,(457/515)","84%,(384/459)",1,1,7,3,2,1,10,5,6,2,1,0,22,13,0,1,12,12,"71%,(70/98)","56%,(31/55)","33%,(5/15)","44%,(4/9)",8,18,12,12,"50%,(7/14)","60%,(9/15)",10,17,8,5,2,4,,,,,,,,,,,,,,,,,,,,,,
26.08.2024,00:30,Torino,Atalanta,2:1,https://www.flashscore.co.uk/match/football/dbt7KrYP/#/match-summary,2.65,3.51,42%,58%,13,25,7,9,,,4,6,"75%,(274/367)","108%,(399/371)",3,4,4,12,2,4,,,,,,,,,1,0,15,11,,,,,8,19,11,14,,,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,
25.05.2025,00:00,Bologna,Genoa,1:3,https://www.flashscore.co.uk/match/football/jZII9UYO/#/match-summary,0.63,1.17,60%,40%,16,5,5,3,0,2,13,1,"82%,(332/407)","71%,(201/283)",5,2,5,2,6,0,9,3,7,2,1,0,34,12,4,1,23,13,"72%,(101/141)","39%,(13/33)","19%,(7/36)","40%,(2/5)",26,25,13,23,"56%,(9/16)","36%,(5/14)",14,45,10,10,0,4,1.09,2.35,1,0,"47%,(26/55)","34%,(20/59)",0.89,0.56,66,41,0,0,1,0,2.35,1.09,-0.65,0.08,,,,
16.02.2025,22:00,Monza,Lecce,0:0,https://www.flashscore.co.uk/match/football/vPQJsW7r/#/match-summary,0.32,0.79,56%,44%,8,19,3,5,0,1,3,7,"84%,(408/486)","81%,(306/376)",2,2,5,11,0,3,4,11,4,8,0,1,9,17,2,0,18,10,"77%,(75/97)","69%,(81/118)","26%,(6/23)","35%,(7/20)",22,20,10,18,"80%,(8/10)","46%,(6/13)",28,31,7,9,5,3,,,,,,,,,,,,,,,,,,,,,,
25.11.2024,03:45,Lazio,Bologna,3:0,https://www.flashscore.co.uk/match/football/StHzEdwH/#/match-summary,2.00,0.07,69%,31%,13,3,4,1,3,0,3,0,"88%,(540/615)","75%,(199/266)",3,3,5,2,4,0,9,0,4,3,0,0,27,4,2,0,14,14,"74%,(111/151)","58%,(33/57)","9%,(2/23)","25%,(1/4)",22,8,14,14,"22%,(2/9)","57%,(4/7)",7,34,13,11,1,1,,,,,,,,,,,,,,,,,,,0,1,1,0
11.01.2025,22:00,Udinese,Atalanta,0:0,https://www.flashscore.co.uk/match/football/IRD4sgwJ/#/match-summary,1.66,0.31,45%,55%,12,4,3,2,3,0,5,3,"78%,(326/418)","82%,(406/493)",1,2,4,1,5,1,8,3,4,1,2,0,14,16,0,2,16,4,"64%,(56/88)","78%,(90/116)","17%,(3/18)","22%,(4/18)",22,23,4,16,"61%,(14/23)","67%,(14/21)",15,25,13,10,2,3,,,,,,,,,,,,,,,,,,,,,,
07.10.2024,00:00,Monza,AS Roma,1:1,https://www.flashscore.co.uk/match/football/lnhZhVPh/#/match-summary,1.40,1.16,35%,65%,3,15,3,4,,,1,3,"69%,(234/337)","79%,(518/654)",3,1,0,7,0,4,,,,,,,,,1,1,21,20,,,,,19,19,16,13,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,
25.08.2024,02:45,Monza,Genoa,0:1,https://www.flashscore.co.uk/match/football/6D3e2qCs/#/match-summary,0.36,0.66,70%,30%,9,11,2,1,,,8,3,"90%,(561/623)","83%,(213/256)",2,3,5,7,2,3,,,,,,,,,2,1,19,8,,,,,23,17,6,17,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,
23.02.2025,19:30,Como,Napoli,2:1,https://www.flashscore.co.uk/match/football/WKAa34zJ/#/match-summary,0.56,1.14,43%,57%,8,13,3,4,0,2,4,6,"77%,(268/346)","84%,(381/455)",1,3,1,5,4,4,6,8,2,5,0,0,17,21,1,3,14,17,"66%,(69/104)","65%,(71/109)","13%,(1/8)","29%,(5/17)",9,24,17,14,"68%,(17/25)","59%,(10/17)",37,17,5,7,3,1,,,,,,,,,,,,,,,,,,,,,,
15.02.2025,22:00,Atalanta,Cagliari,0:0,https://www.flashscore.co.uk/match/football/jRS55Erh/#/match-summary,0.42,0.16,59%,41%,9,3,2,0,0,0,8,2,"88%,(536/606)","82%,(353/428)",1,1,4,1,3,2,4,1,5,2,0,0,27,10,0,0,11,7,"82%,(198/241)","73%,(47/64)","24%,(7/29)","23%,(3/13)",20,17,7,11,"82%,(18/22)","45%,(10/22)",14,24,8,7,0,2,,,,,,,,,,,,,,,,,,,,,,
24.05.2025,02:45,Napoli,Cagliari,2:0,https://www.flashscore.co.uk/match/football/jefgM7IU/#/match-summary,2.27,0.08,67%,33%,18,4,6,1,3,0,8,3,"91%,(532/583)","82%,(241/295)",2,1,4,0,8,3,16,2,2,2,0,0,33,6,1,1,14,14,"80%,(90/113)","63%,(35/56)","19%,(5/27)","17%,(2/12)",16,10,14,14,"78%,(7/9)","67%,(8/12)",16,27,2,5,1,4,2.59,0.17,1,0,"58%,(21/36)","32%,(12/38)",0.75,0.16,39,32,0,1,0,0,0.17,2.59,0.17,0.59,,,,
17.12.2024,03:45,Lazio,Inter,0:6,https://www.flashscore.co.uk/match/football/UR0TxbTq/#/match-summary,0.41,2.13,51%,49%,9,12,2,7,1,5,4,2,"87%,(420/481)","87%,(398/459)",2,4,4,1,3,4,5,8,4,4,0,0,16,15,1,0,14,7,"79%,(84/106)","64%,(39/61)","11%,(2/19)","50%,(5/10)",16,14,7,14,"67%,(6/9)","40%,(4/10)",4,20,7,9,1,2,,,,,,,,,,,,,,,,,,,,,0,1
09.12.2024,01:00,Venezia,Como,2:2,https://www.flashscore.co.uk/match/football/O6cLrTa5/#/match-summary,0.34,0.76,34%,66%,8,10,4,4,0,1,5,9,"61%,(142/232)","83%,(378/457)",1,1,1,4,3,2,2,5,6,5,0,0,12,10,2,0,10,12,"47%,(30/64)","77%,(118/153)","13%,(2/16)","4%,(1/28)",26,26,12,10,"62%,(13/21)","56%,(14/25)",25,29,8,3,2,2,,,,,,,,,,,,,,,,,,,,,,
29.12.2024,01:00,Cagliari,Inter,0:3,https://www.flashscore.co.uk/match/football/0E5rDVAD/#/match-summary,0.31,3.50,34%,66%,5,20,1,5,0,3,5,7,"74%,(211/287)","87%,(501/573)",,,2,9,2,6,3,13,2,7,0,0,9,30,3,6,5,14,"63%,(38/60)","70%,(85/122)","15%,(3/20)","43%,(9/21)",11,12,14,5,"50%,(4/8)","60%,(6/10)",22,14,6,7,2,1,,,,,,,,,,,,,,,,,,,,,0,1
01.11.2024,03:45,AS Roma,Torino,1:0,https://www.flashscore.co.uk/match/football/Sp7nVfDF/#/match-summary,0.50,0.22,57%,43%,10,4,3,2,,,3,5,"84%,(503/602)","77%,(343/447)",2,2,2,0,5,2,,,,,,,,,2,0,15,11,,,,,16,21,11,15,,,,,10,7,2,2,,,,,,,,,,,,,,,,,,,,,,
10.11.2024,22:00,AS Roma,Bologna,2:3,https://www.flashscore.co.uk/match/football/pbap3uPb/#/match-summary,1.24,1.75,54%,46%,15,15,5,4,,,4,3,"78%,(323/416)","78%,(280/359)",2,3,5,3,5,8,,,,,,,,,1,0,21,16,,,,,21,14,16,21,,,,,10,10,1,3,,,,,,,,,,,,,,,,,,,,,,
19.10.2024,21:00,Genoa,Bologna,2:2,https://www.flashscore.co.uk/match/football/EXLhbUee/#/match-summary,0.43,0.75,38%,62%,10,12,4,7,,,1,7,"69%,(186/271)","81%,(366/450)",2,0,2,1,4,4,,,,,,,,,3,3,12,20,,,,,16,16,20,12,,,,,5,7,6,2,,,,,,,,,,,,,,,,,,,,,,
12.01.2025,01:00,Torino,Juventus,1:1,https://www.flashscore.co.uk/match/football/pEFdqF86/#/match-summary,0.56,0.82,41%,59%,11,15,2,9,0,1,9,1,"86%,(309/358)","92%,(491/534)",4,1,6,2,3,4,8,7,3,8,0,0,22,17,1,2,9,18,"72%,(63/88)","83%,(98/118)","21%,(6/29)","15%,(3/20)",12,19,18,9,"60%,(9/15)","83%,(10/12)",19,31,4,3,8,1,,,,,,,,,,,,,,,,,,,,,,
14.04.2025,00:00,Como,Torino,1:0,https://www.flashscore.co.uk/match/football/8GQVhWZP/#/match-summary,1.03,1.14,58%,42%,15,10,7,4,1,2,7,4,"85%,(410/482)","81%,(277/343)",1,3,3,2,5,4,9,6,6,4,0,0,36,19,1,1,16,9,"76%,(104/136)","61%,(62/102)","29%,(4/14)","40%,(6/15)",16,23,9,16,"53%,(8/15)","58%,(11/19)",23,29,6,5,4,6,2.18,0.77,0,0,"44%,(27/61)","47%,(26/55)",0.88,1.02,51,53,0,0,0,0,0.77,2.18,0.77,1.18,,,1,0
08.04.2025,02:45,Bologna,Napoli,1:1,https://www.flashscore.co.uk/match/football/MwRDTF6E/#/match-summary,0.87,1.15,61%,39%,12,6,4,2,1,1,8,3,"82%,(369/449)","72%,(217/301)",1,3,6,2,2,2,10,2,2,4,0,1,31,14,0,1,18,11,"69%,(94/137)","65%,(40/62)","23%,(9/39)","17%,(1/6)",21,15,11,18,"79%,(11/14)","65%,(13/20)",21,48,6,11,1,3,1.57,1.59,1,0,"47%,(22/47)","38%,(21/55)",0.80,0.23,61,57,0,0,0,0,1.59,1.57,0.59,0.57,,,,
02.03.2025,01:00,Napoli,Inter,1:1,https://www.flashscore.co.uk/match/football/jNhIpgPF/#/match-summary,1.88,0.32,62%,38%,19,6,4,1,2,0,12,3,"87%,(417/482)","81%,(245/301)",1,0,2,2,13,3,13,3,6,3,0,0,38,12,1,0,15,7,"77%,(108/141)","48%,(21/44)","9%,(3/34)","40%,(4/10)",23,18,7,15,"79%,(11/14)","50%,(5/10)",35,37,2,9,0,3,,,,,,,,,,,,,,,,,,,,,,
12.04.2025,21:00,Venezia,Monza,1:0,https://www.flashscore.co.uk/match/football/rBx0d5tI/#/match-summary,1.32,0.60,44%,56%,9,10,4,3,2,1,3,4,"79%,(242/307)","79%,(304/387)",5,3,3,6,2,1,4,6,5,4,1,0,9,12,2,0,20,20,"63%,(73/115)","69%,(77/111)","13%,(1/8)","30%,(6/20)",19,25,20,20,"71%,(12/17)","71%,(15/21)",33,20,9,10,3,3,2.25,0.29,0,0,"49%,(28/57)","47%,(28/59)",0.76,0.41,52,62,0,0,0,0,0.29,2.25,0.29,1.25,1,0,,
10.12.2024,03:45,Monza,Udinese,1:2,https://www.flashscore.co.uk/match/football/6VQfS7FO/#/match-summary,1.38,1.21,67%,33%,27,10,4,3,2,1,10,1,"86%,(459/535)","71%,(200/281)",1,2,11,5,12,2,19,10,8,0,1,0,40,22,2,1,16,12,"77%,(138/179)","56%,(35/62)","17%,(8/46)","57%,(4/7)",25,13,12,16,"48%,(10/21)","61%,(14/23)",8,47,6,9,1,3,,,,,,,,,,,,,,,,,,,,,0,1
22.09.2024,18:30,Fiorentina,Lazio,2:1,https://www.flashscore.co.uk/match/football/A50vXJSh/#/match-summary,2.48,1.44,46%,54%,14,20,5,6,,,3,10,"86%,(305/355)","89%,(360/405)",3,4,9,7,0,7,,,,,,,,,0,1,15,13,,,,,19,14,11,15,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,
10.02.2025,01:00,Lecce,Bologna,0:0,https://www.flashscore.co.uk/match/football/xO2WjFTb/#/match-summary,0.51,0.93,40%,60%,6,8,1,2,2,1,6,5,"68%,(215/315)","79%,(365/460)",0,2,3,5,2,1,4,6,2,2,0,0,12,15,0,2,16,14,"49%,(39/79)","57%,(51/90)","17%,(3/18)","32%,(6/19)",31,19,14,16,"56%,(5/9)","46%,(6/13)",24,23,9,15,2,1,,,,,,,,,,,,,,,,,,,,,,
24.12.2024,03:45,Inter,Como,2:0,https://www.flashscore.co.uk/match/football/pIkp4zSr/#/match-summary,1.46,0.37,63%,37%,17,8,5,4,2,0,7,1,"88%,(452/515)","81%,(249/309)",2,2,6,2,6,2,14,5,3,3,0,0,33,16,2,5,15,13,"66%,(67/101)","67%,(46/69)","30%,(6/20)","30%,(3/10)",15,20,13,15,"53%,(10/19)","73%,(11/15)",10,28,6,9,4,3,,,,,,,,,,,,,,,,,,,,,1,0
22.10.2024,02:45,Verona,Monza,0:3,https://www.flashscore.co.uk/match/football/McP0d8Q7/#/match-summary,0.83,1.51,59%,41%,16,10,4,4,,,9,6,"83%,(400/480)","81%,(280/347)",3,2,8,3,4,3,,,,,,,,,1,1,13,8,,,,,17,11,8,13,,,,,6,8,1,4,,,,,,,,,,,,,,,,,,,,,,
01.11.2024,01:30,Genoa,Fiorentina,0:1,https://www.flashscore.co.uk/match/football/EssDGebM/#/match-summary,0.78,0.46,31%,69%,14,12,4,4,,,4,4,"63%,(162/256)","84%,(457/545)",4,2,6,2,4,6,,,,,,,,,1,2,10,13,,,,,18,19,13,10,,,,,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,
15.12.2024,19:30,Lecce,Monza,2:1,https://www.flashscore.co.uk/match/football/jskxyxbd/#/match-summary,1.40,0.59,44%,56%,11,10,4,1,2,1,2,7,"77%,(252/328)","81%,(315/388)",1,5,5,7,2,2,7,5,4,4,0,0,21,21,4,4,16,15,"66%,(55/83)","74%,(87/118)","0%,(0/7)","18%,(5/28)",16,21,15,16,"71%,(10/14)","75%,(9/12)",25,16,5,9,0,2,,,,,,,,,,,,,,,,,,,,,,
20.04.2025,00:00,Monza,Napoli,0:1,https://www.flashscore.co.uk/match/football/URIfEw23/#/match-summary,0.71,1.30,40%,60%,8,16,0,5,2,3,6,7,"82%,(287/351)","89%,(471/531)",4,2,5,6,3,5,4,10,4,6,0,0,10,23,0,2,11,18,"60%,(42/70)","73%,(109/150)","13%,(2/16)","30%,(6/20)",11,22,18,11,"42%,(5/12)","86%,(6/7)",25,25,9,4,4,0,0.00,0.69,0,1,"50%,(26/52)","74%,(39/53)",0.17,1.11,34,45,1,0,1,0,0.69,0.00,-0.31,0.00,,,0,1
17.03.2025,01:00,Fiorentina,Juventus,3:0,https://www.flashscore.co.uk/match/football/CYps60ig/#/match-summary,0.40,0.85,37%,63%,9,11,3,2,0,0,1,6,"80%,(278/347)","89%,(528/594)",2,3,3,3,3,6,2,6,7,5,0,0,9,18,3,0,13,9,"66%,(38/58)","80%,(120/150)","29%,(2/7)","11%,(2/18)",16,11,9,13,"80%,(8/10)","75%,(6/8)",26,10,11,2,2,0,,,,,,,,,,,,,,,,,,,,,,
26.08.2024,02:45,Napoli,Bologna,3:0,https://www.flashscore.co.uk/match/football/2uc40Ntf/#/match-summary,1.92,0.46,39%,61%,16,8,5,2,,,7,5,"78%,(263/337)","86%,(457/531)",2,2,4,4,7,2,,,,,,,,,1,1,19,11,,,,,21,23,11,17,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,
21.09.2024,21:00,Venezia,Genoa,2:0,https://www.flashscore.co.uk/match/football/S66wtFBN/#/match-summary,1.81,0.35,49%,51%,12,9,4,0,,,3,4,"78%,(291/373)","81%,(323/399)",2,3,5,3,3,6,,,,,,,,,0,7,17,10,,,,,23,15,9,12,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,
26.01.2025,19:30,AC Milan,Parma,3:2,https://www.flashscore.co.uk/match/football/YekWMLdS/#/match-summary,2.69,1.77,60%,40%,14,12,5,5,4,3,7,4,"88%,(420/476)","80%,(251/312)",2,5,3,3,6,4,8,6,6,6,0,0,37,20,5,0,7,14,"79%,(120/151)","67%,(58/87)","11%,(3/27)","27%,(3/11)",22,12,14,7,"82%,(9/11)","53%,(10/19)",14,30,7,9,3,2,,,,,,,,,,,,,,,,,,,,,,
26.10.2024,00:30,Udinese,Cagliari,2:0,https://www.flashscore.co.uk/match/football/I5fXHFho/#/match-summary,1.01,0.45,64%,36%,13,3,4,0,,,2,4,"91%,(484/532)","80%,(234/293)",2,3,7,3,2,0,,,,,,,,,2,1,9,13,,,,,19,14,13,9,,,,,8,3,0,2,,,,,,,,,,,,,,,,,,,0,1,,
28.12.2024,22:00,Empoli,Genoa,1:2,https://www.flashscore.co.uk/match/football/W6ifIQng/#/match-summary,1.28,1.84,59%,41%,12,14,8,5,2,3,7,4,"80%,(363/452)","72%,(229/318)",1,2,3,5,1,4,5,9,7,5,1,0,29,17,2,1,13,16,"65%,(71/110)","58%,(45/77)","14%,(4/28)","29%,(4/14)",22,30,16,13,"70%,(16/23)","60%,(9/15)",28,33,9,11,3,7,,,,,,,,,,,,,,,,,,,,,1,0
30.10.2024,01:30,Lecce,Verona,1:0,https://www.flashscore.co.uk/match/football/4CLi9Djd/#/match-summary,1.34,0.26,57%,43%,14,7,6,1,,,3,4,"86%,(383/443)","76%,(254/336)",1,3,4,4,4,2,,,,,,,,,2,0,21,14,,,,,33,19,14,21,,,,,7,5,1,5,,,,,,,,,,,,,,,,,,,0,2,,
08.02.2025,03:45,Como,Juventus,1:2,https://www.flashscore.co.uk/match/football/Amqkvxpg/#/match-summary,0.88,1.14,52%,48%,16,8,6,3,1,2,9,1,"84%,(345/409)","82%,(318/387)",3,1,5,3,5,2,12,7,4,1,1,0,25,17,1,3,15,15,"75%,(94/125)","71%,(78/110)","28%,(7/25)","8%,(1/12)",29,22,15,15,"75%,(12/16)","43%,(9/21)",19,26,8,9,1,5,,,,,,,,,,,,,,,,,,,,,1,0
27.08.2024,00:30,Cagliari,Como,1:1,https://www.flashscore.co.uk/match/football/0hYMmpcl/#/match-summary,1.12,1.36,47%,53%,11,13,5,4,,,5,6,"77%,(296/386)","80%,(358/450)",2,2,4,3,2,6,,,,,,,,,1,3,14,13,,,,,19,18,12,10,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,
09.03.2025,19:30,Verona,Bologna,1:2,https://www.flashscore.co.uk/match/football/MRKOiAWr/#/match-summary,0.74,1.14,32%,68%,7,12,2,6,2,2,1,3,"64%,(176/275)","84%,(481/576)",3,1,3,4,2,2,5,7,2,5,0,0,17,19,1,2,11,23,"47%,(40/86)","66%,(105/158)","100%,(2/2)","12%,(2/17)",21,25,23,11,"76%,(16/21)","59%,(13/22)",29,23,6,5,4,1,,,,,,,,,,,,,,,,,,,1,0,,
27.10.2024,19:30,Parma,Empoli,1:1,https://www.flashscore.co.uk/match/football/jeAhPc0B/#/match-summary,1.75,0.13,60%,40%,17,6,4,2,,,9,3,"87%,(456/527)","80%,(279/350)",4,5,8,4,5,0,,,,,,,,,1,2,17,12,,,,,23,14,12,17,,,,,7,8,1,3,,,,,,,,,,,,,,,,,,,,,,
09.02.2025,22:00,Lazio,Monza,5:1,https://www.flashscore.co.uk/match/football/4A4Ohyan/#/match-summary,2.87,0.90,61%,39%,26,3,9,1,8,1,8,1,"92%,(520/564)","86%,(315/365)",0,1,7,2,10,0,17,2,9,1,0,0,53,2,2,1,12,10,"83%,(119/143)","70%,(43/61)","27%,(6/22)","13%,(1/8)",10,8,10,12,"78%,(7/9)","36%,(4/11)",8,19,6,11,0,4,,,,,,,,,,,,,,,,,,,,,1,0
05.01.2025,03:45,Verona,Udinese,0:0,https://www.flashscore.co.uk/match/football/zTBHRks4/#/match-summary,0.89,0.85,37%,63%,13,15,3,6,0,0,7,3,"72%,(196/273)","85%,(397/467)",3,2,6,7,4,2,7,6,6,9,0,1,18,19,3,1,16,14,"50%,(29/58)","72%,(105/145)","25%,(3/12)","37%,(7/19)",13,25,14,16,"48%,(11/23)","50%,(7/14)",19,19,11,5,6,3,,,,,,,,,,,,,,,,,,,1,0,,
21.12.2024,22:00,Torino,Bologna,0:2,https://www.flashscore.co.uk/match/football/0jNeMZmR/#/match-summary,0.36,1.83,41%,59%,6,8,0,5,0,3,4,0,"77%,(281/365)","86%,(447/522)",0,2,2,2,4,1,4,6,2,2,0,1,16,18,1,1,17,11,"59%,(59/100)","73%,(98/135)","24%,(5/21)","44%,(4/9)",23,21,11,17,"57%,(8/14)","69%,(9/13)",16,23,10,6,3,0,,,,,,,,,,,,,,,,,,,,,,
09.02.2025,03:45,Torino,Genoa,1:1,https://www.flashscore.co.uk/match/football/vmammXSN/#/match-summary,0.60,0.36,56%,44%,10,6,3,2,0,0,4,2,"80%,(389/486)","77%,(297/385)",2,2,4,2,3,2,5,5,5,1,0,0,23,10,2,1,10,11,"62%,(78/125)","57%,(53/93)","22%,(5/23)","0%,(0/10)",19,15,11,10,"36%,(5/14)","53%,(10/19)",16,26,7,8,1,2,,,,,,,,,,,,,,,,,,,,,,
08.12.2024,01:00,Juventus,Bologna,2:2,https://www.flashscore.co.uk/match/football/A3XoUTpC/#/match-summary,0.91,0.88,54%,46%,10,10,3,4,1,1,1,4,"80%,(354/440)","78%,(287/369)",3,4,3,4,4,2,7,5,3,5,0,1,22,18,0,0,14,18,"71%,(64/90)","62%,(63/102)","10%,(1/10)","23%,(3/13)",17,23,18,14,"43%,(9/21)","61%,(11/18)",12,17,5,15,2,1,,,,,,,,,,,,,,,,,,,,,,
11.05.2025,21:00,Verona,Lecce,1:1,https://www.flashscore.co.uk/match/football/fXjduSNG/#/match-summary,0.32,1.00,51%,49%,6,11,2,3,1,2,3,6,"72%,(234/326)","75%,(235/315)",4,0,3,7,1,1,3,3,3,8,0,0,13,12,2,0,15,17,"60%,(75/126)","60%,(50/84)","22%,(5/23)","0%,(0/15)",18,20,17,15,"87%,(13/15)","43%,(3/7)",37,38,9,4,2,1,0.82,0.50,0,1,"37%,(23/63)","37%,(22/59)",0.53,0.53,63,62,0,0,0,0,0.50,0.82,-0.50,-0.18,,,1,0
01.09.2024,00:30,Lecce,Cagliari,1:0,https://www.flashscore.co.uk/match/football/d4DGBiqI/#/match-summary,2.25,1.75,35%,65%,17,21,4,2,,,7,10,"65%,(181/279)","75%,(379/508)",1,3,8,7,5,12,,,,,,,,,2,0,14,14,,,,,11,27,10,13,,,,,,,2,3,,,,,,,,,,,,,,,,,,,1,0,,
23.09.2024,00:00,AS Roma,Udinese,3:0,https://www.flashscore.co.uk/match/football/WvDUsysB/#/match-summary,1.98,0.39,62%,38%,16,9,8,2,,,2,1,"81%,(495/609)","75%,(277/369)",2,2,4,4,4,3,,,,,,,,,4,1,13,22,,,,,14,12,15,11,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,
24.04.2025,00:30,Torino,Udinese,2:0,https://www.flashscore.co.uk/match/football/EXFt5ZOk/#/match-summary,1.04,0.84,44%,56%,10,10,4,6,1,1,8,7,"79%,(260/328)","83%,(348/421)",2,2,3,2,3,2,5,6,5,4,0,0,11,23,1,2,13,11,"56%,(44/78)","64%,(69/108)","11%,(2/18)","20%,(4/20)",21,18,11,13,"50%,(9/18)","60%,(9/15)",27,22,8,8,6,2,1.42,1.47,0,0,"37%,(19/52)","60%,(42/70)",0.27,0.48,51,37,0,1,0,1,1.47,1.42,1.47,-0.58,,,,
28.01.2025,03:45,Genoa,Monza,2:0,https://www.flashscore.co.uk/match/football/x4MK4Mzp/#/match-summary,2.69,0.43,49%,51%,18,5,6,1,6,0,9,6,"74%,(225/303)","75%,(243/326)",0,4,4,1,8,3,16,4,2,1,1,0,30,11,4,1,19,13,"62%,(60/97)","65%,(45/69)","31%,(10/32)","23%,(3/13)",25,25,13,19,"55%,(12/22)","67%,(6/9)",11,30,7,8,1,4,,,,,,,,,,,,,,,,,,,,,2,0
30.12.2024,01:00,Juventus,Fiorentina,2:2,https://www.flashscore.co.uk/match/football/hMu3G4H5/#/match-summary,1.45,1.11,61%,39%,15,11,5,4,2,1,7,2,"86%,(434/507)","78%,(246/316)",3,1,7,3,3,4,13,4,2,7,0,0,33,16,0,1,9,14,"67%,(76/113)","74%,(67/91)","22%,(4/18)","29%,(2/7)",19,17,14,9,"69%,(11/16)","50%,(9/18)",11,33,2,12,2,3,,,,,,,,,,,,,,,,,,,,,0,1
26.10.2024,02:45,Torino,Como,1:0,https://www.flashscore.co.uk/match/football/bLD0NyVN/#/match-summary,1.38,1.64,31%,69%,8,20,2,6,,,1,3,"75%,(211/280)","88%,(552/628)",3,3,3,6,3,8,,,,,,,,,3,1,12,13,,,,,17,22,13,12,,,,,10,5,6,1,,,,,,,,,,,,,,,,,,,,,,
09.03.2025,03:45,Inter,Monza,3:2,https://www.flashscore.co.uk/match/football/2yTWkl1e/#/match-summary,2.85,0.49,69%,31%,30,8,9,4,3,2,13,1,"91%,(568/624)","83%,(241/292)",0,1,12,2,9,2,23,4,7,4,1,0,68,6,1,0,7,8,"88%,(266/304)","72%,(33/46)","39%,(15/38)","20%,(1/5)",18,11,8,7,"75%,(12/16)","50%,(5/10)",12,35,7,7,2,6,,,,,,,,,,,,,,,,,,,,,1,0
